PID	Status	Label
-	0	com.apple.speech.synthesisserver
-	0	com.apple.WebKit.PluginAgent
-	0	com.apple.DiagnosticReportCleanup.plist
71580	0	com.apple.storeuid
-	-44	com.apple.rcd
-	-44	com.apple.printuitool.agent
-	0	com.apple.NVMeAgent
-	0	com.apple.speech.speechdatainstallerd
-	0	com.apple.AOSHeartbeat
-	-44	com.apple.CryptoTokenKit.ahp.agent
-	0	com.apple.SafariNotificationAgent
-	0	com.apple.appsleep
487	0	com.apple.coreservices.useractivityd
-	0	com.apple.FileStatsAgent
-	0	com.apple.mdworker.single.03000000-0000-0000-0000-000000000000
-	0	com.apple.cvmsCompAgent3600_x86_64_1
-	0	com.apple.netauth.user.auth
41142	-44	com.apple.siri-distributed-evaluation
507	0	com.apple.ViewBridgeAuxiliary
-	0	com.apple.mbbackgrounduseragent
-	0	com.apple.cvmsCompAgent_x86_64
418	0	com.apple.lsd
-	0	com.apple.sharekit.EntitlementsHelper
24468	-44	com.apple.siri.context.service
-	0	com.apple.weibo.xpc
453	0	com.apple.pluginkit.pkd
-	0	com.apple.cvmsCompAgentLegacy_x86_64
-	0	com.apple.security.XPCTimeStampingService
64376	0	com.apple.mdworker.single.08000000-0000-0000-0000-000000000000
74662	-44	com.apple.cache_delete
-	0	com.apple.personad
-	0	com.apple.accessibility.dfrhud
-	-44	com.apple.CallHistorySyncHelper
-	-44	com.apple.colorsync.useragent
610	0	com.apple.parsecd
439	0	com.apple.Dock.agent
43557	0	com.apple.iChat.26336
474	0	info.marcel-dierkes.KeepingYouAwake.26844
-	0	com.apple.dmd
-	0	com.apple.mbuseragent
436	0	com.apple.UserEventAgent-Aqua
-	0	com.tinyspeck.slackmacgap.ShipIt
-	-44	com.apple.followupd
-	0	com.apple.ReportPanic
480	0	com.apple.identityservicesd
-	-44	com.apple.telephonyutilities.callservicesd
-	0	com.apple.DwellControl
-	0	com.apple.imavagent
966	0	com.apple.security.DiskUnmountWatcher
-	0	com.apple.mdworker.isolation
745	0	com.apple.CoreLocationAgent
-	0	com.apple.security.agent
-	0	com.apple.cfnetwork.AuthBrokerAgent
534	0	com.apple.cloudpaird
7212	0	com.apple.storedownloadd
-	0	com.adobe.GC.Scheduler-1.0
-	0	com.microsoft.autoupdate.fba.11488
24464	-44	com.apple.coreparsec.silhouette
451	0	com.apple.coreservices.sharedfilelistd
446	0	com.apple.pboard
45028	0	com.apple.nowplayingtouchui
53957	-44	com.apple.reversetemplated
-	-44	com.apple.SafariCloudHistoryPushAgent
-	0	com.apple.AskPermissionUI
-	0	com.apple.thermaltrap
505	0	com.apple.rapportd
60996	0	com.apple.mdworker.shared.02000000-0000-0000-0000-000000000000
-	0	com.apple.accounts.dom
-	-44	com.apple.security.cloudkeychainproxy3
-	0	com.apple.metadata.mdflagwriter
62282	-44	com.apple.DictionaryServiceHelper
90810	0	com.apple.speech.speechsynthesisd
-	0	com.apple.mdworker.shared
-	0	com.apple.mdworker.single.06000000-0000-0000-0000-000000000000
-	0	com.apple.messages.BuddyPictureService
-	0	com.apple.installandsetup.migrationhelper.user
53954	-44	com.apple.imdpersistence.IMDPersistenceAgent
-	0	com.apple.TrustEvaluationAgent
-	0	com.apple.tiswitcher
50377	0	com.apple.preference.displays.MirrorDisplays
-	-44	com.apple.cdpd
460	0	com.apple.accountsd
513	0	com.apple.routined
-	0	com.apple.storelegacy
12683	0	com.apple.OSDUIHelper
-	-44	com.apple.audio.AudioComponentRegistrar
64010	-44	com.apple.AssetCacheLocatorService
601	0	com.apple.locationmenu
99436	-44	com.apple.videosubscriptionsd
51172	-44	com.apple.pbs
486	0	com.apple.notificationcenterui.agent
-	-44	com.apple.protectedcloudstorage.protectedcloudkeysyncing
494	0	com.apple.imklaunchagent
-	0	com.apple.bluetooth.PacketLogger
-	0	com.apple.imcore.imtransferagent
-	0	com.apple.btsa
525	0	com.apple.icdd
41194	-11	com.paloaltonetworks.gp.pangpa
-	-44	com.apple.EscrowSecurityAlert
527	0	com.apple.coreservices.appleid.authentication
24236	0	com.google.Chrome.30464
773	0	com.apple.metadata.mdwrite
-	0	com.apple.loginwindow.LWWeeklyMessageTracer
-	0	com.apple.screencapturetb.agent
496	0	com.apple.CalendarAgent
-	0	com.apple.RapportUIAgent
54163	-44	com.apple.siriknowledged
6371	0	com.apple.powerchime
489	0	com.apple.sharingd
-	0	com.apple.iCloudUserNotificationsd
71585	0	com.apple.storeassetd
-	0	com.apple.familycircled
-	0	com.apple.FontRegistryUIAgent
-	0	com.apple.ReportCrash.Self
481	0	com.apple.imagent
74661	-44	com.apple.photoanalysisd
-	0	com.apple.syncservices.SyncServer
970	0	com.apple.imautomatichistorydeletionagent
441	0	com.apple.SystemUIServer.agent
-	0	com.apple.ATS.FontValidatorConduit
440	0	com.apple.talagent
603	0	com.apple.suggestd
4456	0	com.getdropbox.dropbox.dbkextd
-	0	com.apple.navd
595	0	com.apple.RemoteDesktop.agent
-	0	com.apple.VoiceOver
-	0	com.apple.AssistiveControl
-	-44	com.apple.icloud.fmfd
-	0	com.apple.mdworker.32bit.01000000-0000-0000-0000-000000000000
-	0	com.apple.mdworker.shared.00000000-0000-0000-0000-000000000000
-	0	com.apple.mdworker.32bit
447	0	com.apple.secd
92866	-44	com.apple.hiservices-xpcservice
-	0	com.apple.BKAgentService
-	0	com.apple.cvmsCompAgent_x86_64_1
-	0	com.apple.tencentweibo.xpc
-	0	com.apple.cvmsCompAgent_i386_1
-	0	com.apple.FCiCloudPrefUpdater
-	0	com.apple.cvmsCompAgentLegacy_i386_1
-	0	com.apple.cvmsCompAgent3600_i386
-	0	com.apple.mdworker.lsb
509	0	com.apple.assistantd
-	0	com.apple.FollowUpUI
25374	0	com.apple.videoconference.camera
-	-44	com.apple.ckkeyrolld
592	0	com.apple.controlstrip
-	0	com.apple.mediaanalysisd
-	0	com.apple.isst
-	0	com.apple.DiskArbitrationAgent
64298	0	com.microsoft.Outlook.31356
519	0	com.Logitech.Control Center.Daemon
64386	-44	com.apple.scopedbookmarksagent.xpc
64014	-44	com.apple.ReportCrash
462	0	com.apple.fontd
43558	0	com.tinyspeck.slackmacgap.30488
-	0	com.apple.appleseed.seedusaged.postinstall
74660	-44	com.apple.Maps.mapspushd
832	0	com.apple.gamed
-	0	com.apple.STMUIHelper
42112	0	com.spotify.webhelper
-	0	com.apple.eospreflightagent
533	0	com.apple.knowledge-agent
-	0	com.apple.midiserver
464	0	com.apple.backgroundtaskmanagementagent
-	0	com.apple.helpd
-	0	com.apple.quicklook.ui.helper
600	0	com.apple.wifi.WiFiAgent
-	0	com.apple.screensharing.MessagesAgent
-	-44	com.apple.diskspaced
596	0	com.apple.passd
-	-44	com.apple.CoreAuthentication.agent
-	0	com.apple.DictationIM
-	0	com.apple.mdmclient.agent
-	0	com.apple.iCloudHelper
-	-44	com.apple.CharacterPicker.FileService
-	0	com.apple.mdworker.single.07000000-0000-0000-0000-000000000000
65206	0	com.apple.mdworker.single.01000000-0000-0000-0000-000000000000
-	0	com.apple.iBooksX.CacheDelete
-	0	com.apple.cvmsCompAgent3425AMD_x86_64
-	0	com.apple.storeinstallagent
-	0	com.apple.linkedin.xpc
-	0	com.apple.security.XPCKeychainSandboxCheck
-	0	com.apple.mdworker.single
60983	0	com.apple.mdworker.shared.03000000-0000-0000-0000-000000000000
-	0	com.apple.twitter.xpc
-	0	com.apple.cvmsCompAgentLegacy_x86_64_1
645	0	com.adobe.accmac.25804
510	0	com.apple.corespeechd
511	0	com.apple.fileprovider.fileproviderd
-	0	com.apple.scrod
-	-44	com.apple.spindump_agent
74727	-44	com.apple.softwareupdate_notify_agent
-	0	com.apple.security.keychain-circle-notification
-	0	com.apple.icloud.findmydeviced.findmydevice-user-agent
-	1	com.google.keystone.user.agent
-	-44	com.apple.AirPortBaseStationAgent
438	0	com.apple.universalaccessd
-	0	com.apple.appstoreupdateagent
-	0	com.apple.neagent
-	0	com.apple.SafariLaunchAgent
-	0	com.apple.idsfoundation.IDSRemoteURLConnectionAgent
53956	-44	com.apple.recentsd
-	0	com.apple.WiFiVelocityAgent
482	0	com.apple.usernoted
-	0	com.apple.SafariPlugInUpdateNotifier
-	0	com.apple.AddressBook.abd
-	0	com.apple.ScreenReaderUIServer
54126	-44	com.apple.swcd
532	0	com.apple.AirPlayUIAgent
-	0	com.dropbox.DropboxMacUpdate.agent
-	0	com.apple.safaridavclient
606	0	com.apple.corespotlightd
-	0	com.apple.netauth.user.gui
-	0	com.apple.TMHelperAgent
655	0	com.apple.Spotlight
50373	-44	com.apple.soagent
-	0	com.apple.mdworker.32bit.02000000-0000-0000-0000-000000000000
64013	-44	com.apple.accessibility.mediaaccessibilityd
-	0	com.apple.syncdefaultsd
-	0	com.apple.cvmsCompAgent3425AMD_x86_64_1
-	0	com.apple.mdworker.sizing
-	0	com.apple.SpeechRecognitionCore.brokerd
-	0	com.apple.metadata.mdbulkimport
-	0	com.apple.iokit.IOServiceAuthorizeAgent
61411	0	com.apple.mdworker.shared.01000000-0000-0000-0000-000000000000
-	0	com.apple.Safari.History
-	0	com.apple.cvmsCompAgent3600_x86_64
65226	0	com.apple.mdworker.single.04000000-0000-0000-0000-000000000000
415	0	com.apple.distnoted.xpc.agent
-	0	com.apple.cvmsCompAgent_i386
-	0	com.apple.mdworker.lsb.01000000-0000-0000-0000-000000000000
74545	-44	com.apple.geod
